ResourceProvider,ResourceType,Description,Operation
Microsoft.OperationalInsights,workspaces/query,Read data from the AADDomainServicesAccountLogon table,Microsoft.OperationalInsights/workspaces/query/AADDomainServicesAccountLogon/read
Microsoft.OperationalInsights,workspaces/query,Read data from the AADDomainServicesAccountManagement table,Microsoft.OperationalInsights/workspaces/query/AADDomainServicesAccountManagement/read
Microsoft.OperationalInsights,workspaces/query,Read data from the AADDomainServicesDirectoryServiceAccess table,Microsoft.OperationalInsights/workspaces/query/AADDomainServicesDirectoryServiceAccess/read
Microsoft.OperationalInsights,workspaces/query,Read data from the AADDomainServicesLogonLogoff table,Microsoft.OperationalInsights/workspaces/query/AADDomainServicesLogonLogoff/read
Microsoft.OperationalInsights,workspaces/query,Read data from the AADDomainServicesPolicyChange table,Microsoft.OperationalInsights/workspaces/query/AADDomainServicesPolicyChange/read
Microsoft.OperationalInsights,workspaces/query,Read data from the AADDomainServicesPrivilegeUse table,Microsoft.OperationalInsights/workspaces/query/AADDomainServicesPrivilegeUse/read
Microsoft.OperationalInsights,workspaces/query,Read data from the AADDomainServicesSystemSecurity table,Microsoft.OperationalInsights/workspaces/query/AADDomainServicesSystemSecurity/read
Microsoft.OperationalInsights,workspaces/query,Read data from the AADManagedIdentitySignInLogs table,Microsoft.OperationalInsights/workspaces/query/AADManagedIdentitySignInLogs/read
Microsoft.OperationalInsights,workspaces/query,Read data from the AADNonInteractiveUserSignInLogs table,Microsoft.OperationalInsights/workspaces/query/AADNonInteractiveUserSignInLogs/read
Microsoft.OperationalInsights,workspaces/query,Read data from the AADProvisioningLogs table,Microsoft.OperationalInsights/workspaces/query/AADProvisioningLogs/read
Microsoft.OperationalInsights,workspaces/query,Read data from the AADServicePrincipalSignInLogs table,Microsoft.OperationalInsights/workspaces/query/AADServicePrincipalSignInLogs/read
Microsoft.OperationalInsights,workspaces/query,Read data from the ABSBotRequests table,Microsoft.OperationalInsights/workspaces/query/ABSBotRequests/read
Microsoft.OperationalInsights,workspaces/query,Read data from the ABSChannelToBotRequests table,Microsoft.OperationalInsights/workspaces/query/ABSChannelToBotRequests/read
Microsoft.OperationalInsights,workspaces/query,Read data from the ABSDependenciesRequests table,Microsoft.OperationalInsights/workspaces/query/ABSDependenciesRequests/read
Microsoft.OperationalInsights,workspaces/query,Read data from the ACSAuthIncomingOperations table,Microsoft.OperationalInsights/workspaces/query/ACSAuthIncomingOperations/read
Microsoft.OperationalInsights,workspaces/query,Read data from the ACSBillingUsage table,Microsoft.OperationalInsights/workspaces/query/ACSBillingUsage/read
Microsoft.OperationalInsights,workspaces/query,Read data from the ACSChatIncomingOperations table,Microsoft.OperationalInsights/workspaces/query/ACSChatIncomingOperations/read
Microsoft.OperationalInsights,workspaces/query,Read data from the ACSSMSIncomingOperations table,Microsoft.OperationalInsights/workspaces/query/ACSSMSIncomingOperations/read
Microsoft.OperationalInsights,workspaces/query,Read data from the ADAssessmentRecommendation table,Microsoft.OperationalInsights/workspaces/query/ADAssessmentRecommendation/read
Microsoft.OperationalInsights,workspaces/query,Read data from the AddonAzureBackupAlerts table,Microsoft.OperationalInsights/workspaces/query/AddonAzureBackupAlerts/read
Microsoft.OperationalInsights,workspaces/query,Read data from the AddonAzureBackupJobs table,Microsoft.OperationalInsights/workspaces/query/AddonAzureBackupJobs/read
Microsoft.OperationalInsights,workspaces/query,Read data from the AddonAzureBackupPolicy table,Microsoft.OperationalInsights/workspaces/query/AddonAzureBackupPolicy/read
Microsoft.OperationalInsights,workspaces/query,Read data from the AddonAzureBackupProtectedInstance table,Microsoft.OperationalInsights/workspaces/query/AddonAzureBackupProtectedInstance/read
Microsoft.OperationalInsights,workspaces/query,Read data from the AddonAzureBackupStorage table,Microsoft.OperationalInsights/workspaces/query/AddonAzureBackupStorage/read
Microsoft.OperationalInsights,workspaces/query,Read data from the ADFActivityRun table,Microsoft.OperationalInsights/workspaces/query/ADFActivityRun/read
Microsoft.OperationalInsights,workspaces/query,Read data from the ADFPipelineRun table,Microsoft.OperationalInsights/workspaces/query/ADFPipelineRun/read
Microsoft.OperationalInsights,workspaces/query,Read data from the ADFSandboxActivityRun table,Microsoft.OperationalInsights/workspaces/query/ADFSandboxActivityRun/read
Microsoft.OperationalInsights,workspaces/query,Read data from the ADFSandboxPipelineRun table,Microsoft.OperationalInsights/workspaces/query/ADFSandboxPipelineRun/read
Microsoft.OperationalInsights,workspaces/query,Read data from the ADFSSignInLogs table,Microsoft.OperationalInsights/workspaces/query/ADFSSignInLogs/read
Microsoft.OperationalInsights,workspaces/query,Read data from the ADFSSISIntegrationRuntimeLogs table,Microsoft.OperationalInsights/workspaces/query/ADFSSISIntegrationRuntimeLogs/read
Microsoft.OperationalInsights,workspaces/query,Read data from the ADFSSISPackageEventMessageContext table,Microsoft.OperationalInsights/workspaces/query/ADFSSISPackageEventMessageContext/read
Microsoft.OperationalInsights,workspaces/query,Read data from the ADFSSISPackageEventMessages table,Microsoft.OperationalInsights/workspaces/query/ADFSSISPackageEventMessages/read
Microsoft.OperationalInsights,workspaces/query,Read data from the ADFSSISPackageExecutableStatistics table,Microsoft.OperationalInsights/workspaces/query/ADFSSISPackageExecutableStatistics/read
Microsoft.OperationalInsights,workspaces/query,Read data from the ADFSSISPackageExecutionComponentPhases table,Microsoft.OperationalInsights/workspaces/query/ADFSSISPackageExecutionComponentPhases/read
Microsoft.OperationalInsights,workspaces/query,Read data from the ADFSSISPackageExecutionDataStatistics table,Microsoft.OperationalInsights/workspaces/query/ADFSSISPackageExecutionDataStatistics/read
Microsoft.OperationalInsights,workspaces/query,Read data from the ADFTriggerRun table,Microsoft.OperationalInsights/workspaces/query/ADFTriggerRun/read
Microsoft.OperationalInsights,workspaces/query,Read data from the ADPAudit table,Microsoft.OperationalInsights/workspaces/query/ADPAudit/read
Microsoft.OperationalInsights,workspaces/query,Read data from the ADPRequests table,Microsoft.OperationalInsights/workspaces/query/ADPRequests/read
Microsoft.OperationalInsights,workspaces/query,Read data from the ADReplicationResult table,Microsoft.OperationalInsights/workspaces/query/ADReplicationResult/read
Microsoft.OperationalInsights,workspaces/query,Read data from the ADSecurityAssessmentRecommendation table,Microsoft.OperationalInsights/workspaces/query/ADSecurityAssessmentRecommendation/read
Microsoft.OperationalInsights,workspaces/query,Read data from the ADTDigitalTwinsOperation table,Microsoft.OperationalInsights/workspaces/query/ADTDigitalTwinsOperation/read
Microsoft.OperationalInsights,workspaces/query,Read data from the ADTEventRoutesOperation table,Microsoft.OperationalInsights/workspaces/query/ADTEventRoutesOperation/read
Microsoft.OperationalInsights,workspaces/query,Read data from the ADTModelsOperation table,Microsoft.OperationalInsights/workspaces/query/ADTModelsOperation/read
Microsoft.OperationalInsights,workspaces/query,Read data from the ADTQueryOperation table,Microsoft.OperationalInsights/workspaces/query/ADTQueryOperation/read
Microsoft.OperationalInsights,workspaces/query,Read data from the ADXCommand table,Microsoft.OperationalInsights/workspaces/query/ADXCommand/read
Microsoft.OperationalInsights,workspaces/query,Read data from the ADXIngestionBatching table,Microsoft.OperationalInsights/workspaces/query/ADXIngestionBatching/read
Microsoft.OperationalInsights,workspaces/query,Read data from the ADXQuery table,Microsoft.OperationalInsights/workspaces/query/ADXQuery/read
Microsoft.OperationalInsights,workspaces/query,Read data from the ADXTableDetails table,Microsoft.OperationalInsights/workspaces/query/ADXTableDetails/read
Microsoft.OperationalInsights,workspaces/query,Read data from the ADXTableUsageStatistics table,Microsoft.OperationalInsights/workspaces/query/ADXTableUsageStatistics/read
Microsoft.OperationalInsights,workspaces/query,Read data from the AegDeliveryFailureLogs table,Microsoft.OperationalInsights/workspaces/query/AegDeliveryFailureLogs/read
Microsoft.OperationalInsights,workspaces/query,Read data from the AegPublishFailureLogs table,Microsoft.OperationalInsights/workspaces/query/AegPublishFailureLogs/read
Microsoft.OperationalInsights,workspaces/query,Read data from the AEWAuditLogs table,Microsoft.OperationalInsights/workspaces/query/AEWAuditLogs/read
Microsoft.OperationalInsights,workspaces/query,Read data from the Alert table,Microsoft.OperationalInsights/workspaces/query/Alert/read
Microsoft.OperationalInsights,workspaces/query,Read data from the AlertHistory table,Microsoft.OperationalInsights/workspaces/query/AlertHistory/read
Microsoft.OperationalInsights,workspaces/query,Read data from the AmlComputeClusterEvent table,Microsoft.OperationalInsights/workspaces/query/AmlComputeClusterEvent/read
Microsoft.OperationalInsights,workspaces/query,Read data from the AmlComputeClusterNodeEvent table,Microsoft.OperationalInsights/workspaces/query/AmlComputeClusterNodeEvent/read
Microsoft.OperationalInsights,workspaces/query,Read data from the AmlComputeCpuGpuUtilization table,Microsoft.OperationalInsights/workspaces/query/AmlComputeCpuGpuUtilization/read
Microsoft.OperationalInsights,workspaces/query,Read data from the AmlComputeJobEvent table,Microsoft.OperationalInsights/workspaces/query/AmlComputeJobEvent/read
Microsoft.OperationalInsights,workspaces/query,Read data from the AmlOnlineEndpointConsoleLog table,Microsoft.OperationalInsights/workspaces/query/AmlOnlineEndpointConsoleLog/read
Microsoft.OperationalInsights,workspaces/query,Read data from the AmlRunStatusChangedEvent table,Microsoft.OperationalInsights/workspaces/query/AmlRunStatusChangedEvent/read
Microsoft.OperationalInsights,workspaces/query,Read data from the Anomalies table,Microsoft.OperationalInsights/workspaces/query/Anomalies/read
Microsoft.OperationalInsights,workspaces/query,Read data from the ApiManagementGatewayLogs table,Microsoft.OperationalInsights/workspaces/query/ApiManagementGatewayLogs/read
Microsoft.OperationalInsights,workspaces/query,Read data from the AppAvailabilityResults table,Microsoft.OperationalInsights/workspaces/query/AppAvailabilityResults/read
Microsoft.OperationalInsights,workspaces/query,Read data from the AppBrowserTimings table,Microsoft.OperationalInsights/workspaces/query/AppBrowserTimings/read
Microsoft.OperationalInsights,workspaces/query,Read data from the AppCenterError table,Microsoft.OperationalInsights/workspaces/query/AppCenterError/read
Microsoft.OperationalInsights,workspaces/query,Read data from the AppDependencies table,Microsoft.OperationalInsights/workspaces/query/AppDependencies/read
Microsoft.OperationalInsights,workspaces/query,Read data from the AppEvents table,Microsoft.OperationalInsights/workspaces/query/AppEvents/read
Microsoft.OperationalInsights,workspaces/query,Read data from the AppExceptions table,Microsoft.OperationalInsights/workspaces/query/AppExceptions/read
Microsoft.OperationalInsights,workspaces/query,Read data from the ApplicationInsights table,Microsoft.OperationalInsights/workspaces/query/ApplicationInsights/read
Microsoft.OperationalInsights,workspaces/query,Read data from the AppMetrics table,Microsoft.OperationalInsights/workspaces/query/AppMetrics/read
Microsoft.OperationalInsights,workspaces/query,Read data from the AppPageViews table,Microsoft.OperationalInsights/workspaces/query/AppPageViews/read
Microsoft.OperationalInsights,workspaces/query,Read data from the AppPerformanceCounters table,Microsoft.OperationalInsights/workspaces/query/AppPerformanceCounters/read
Microsoft.OperationalInsights,workspaces/query,Read data from the AppPlatformLogsforSpring table,Microsoft.OperationalInsights/workspaces/query/AppPlatformLogsforSpring/read
Microsoft.OperationalInsights,workspaces/query,Read data from the AppPlatformSystemLogs table,Microsoft.OperationalInsights/workspaces/query/AppPlatformSystemLogs/read
Microsoft.OperationalInsights,workspaces/query,Read data from the AppRequests table,Microsoft.OperationalInsights/workspaces/query/AppRequests/read
Microsoft.OperationalInsights,workspaces/query,Read data from the AppServiceAntivirusScanAuditLogs table,Microsoft.OperationalInsights/workspaces/query/AppServiceAntivirusScanAuditLogs/read
Microsoft.OperationalInsights,workspaces/query,Read data from the AppServiceAntivirusScanLogs table,Microsoft.OperationalInsights/workspaces/query/AppServiceAntivirusScanLogs/read
Microsoft.OperationalInsights,workspaces/query,Read data from the AppServiceAppLogs table,Microsoft.OperationalInsights/workspaces/query/AppServiceAppLogs/read
Microsoft.OperationalInsights,workspaces/query,Read data from the AppServiceAuditLogs table,Microsoft.OperationalInsights/workspaces/query/AppServiceAuditLogs/read
Microsoft.OperationalInsights,workspaces/query,Read data from the AppServiceConsoleLogs table,Microsoft.OperationalInsights/workspaces/query/AppServiceConsoleLogs/read
Microsoft.OperationalInsights,workspaces/query,Read data from the AppServiceEnvironmentPlatformLogs table,Microsoft.OperationalInsights/workspaces/query/AppServiceEnvironmentPlatformLogs/read
Microsoft.OperationalInsights,workspaces/query,Read data from the AppServiceFileAuditLogs table,Microsoft.OperationalInsights/workspaces/query/AppServiceFileAuditLogs/read
